NU_MATRICULA,ANO_INGRESSO,SEMESTRE_INGRESSO,TIPO_INGRESSO,CAMPUS,COD_CURSO,CURSO,NATURALIDADE,UF_NATURALIDADE,PAIS_NATURALIDADE,BAIRRO_ENDERECO,CIDADE_ENDERECO,UF_ENDERECO,SEXO,DATA_NASC,COTA,TIPO_COTA,ESCOLARIDADE_PAI,ESCOLARIDADE_MAE,DEFICIENCIA
200956682,2019,2,SISU,AGRESTE,1003,ENGENHARIA CIVIL - CAA,SAO JOAQUIM DO MONTE,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,17/07/1997,N,A0,ENSINO FUNDAMENTAL,ENSINO FUNDAMENTAL,
200949652,2019,1,SISU,AGRESTE,1003,ENGENHARIA CIVIL - CAA,SAO JOAQUIM DO MONTE,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,24/08/1999,S,L6,ENSINO FUNDAMENTAL,ENSINO FUNDAMENTAL,
200958251,2019,2,SISU,AGRESTE,1003,ENGENHARIA CIVIL - CAA,SAO PAULO,SP,BRA,SÃO SEBASTIÃO,SURUBIM,PE,M,18/04/1996,S,L6,,,
200956588,2019,2,SISU,AGRESTE,1003,ENGENHARIA CIVIL - CAA,SURUBIM,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,20/01/1993,N,A0,,,
200950498,2019,1,SISU,AGRESTE,1003,ENGENHARIA CIVIL - CAA,SURUBIM,PE,BRA,LAGOA DA VACA,SURUBIM,PE,M,06/12/2000,S,L1,SEGUNDO GRAU INCOMPLETO,SUPERIOR INCOMPLETO,
200956483,2019,1,SISU,AGRESTE,1003,ENGENHARIA CIVIL - CAA,SURUBIM,PE,BRA,ZONA RURAL,SURUBIM,PE,M,19/10/1976,N,A0,,,
200958564,2019,2,SISU,AGRESTE,1003,ENGENHARIA CIVIL - CAA,TAQUARITINGA DO NORTE,PE,BRA,BOA VISTA,CARUARU,PE,F,25/01/2000,S,L5,ENSINO FUNDAMENTAL,SUPERIOR INCOMPLETO,
200957867,2019,2,SISU,AGRESTE,1003,ENGENHARIA CIVIL - CAA,TORITAMA,PE,BRA,CENTRO,TORITAMA,PE,F,21/03/2001,S,L2,ENSINO FUNDAMENTAL,ENSINO FUNDAMENTAL,
200966560,2019,2,SISU,AGRESTE,1003,ENGENHARIA CIVIL - CAA,VITORIA DE SANTO ANTAO,PE,BRA,CENTRO,POMBOS,PE,F,08/02/2000,N,A0,ENSINO FUNDAMENTAL,SUPERIOR INCOMPLETO,
200956615,2019,2,SISU,AGRESTE,279,ENGENHARIA DE PRODUÇÃO - CAA,AGRESTINA,PE,BRA,CENTRO,AGRESTINA,PE,M,29/03/1995,N,A0,ALFABETIZADO SEM CURSOS REGULARES,ENSINO FUNDAMENTAL,
200958122,2019,2,SISU,AGRESTE,279,ENGENHARIA DE PRODUÇÃO - CAA,ARCOVERDE,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,08/08/1998,S,L6,SEGUNDO GRAU INCOMPLETO,SUPERIOR INCOMPLETO,
200957874,2019,2,SISU,AGRESTE,279,ENGENHARIA DE PRODUÇÃO - CAA,ARCOVERDE,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,23/03/1998,S,L2,ENSINO FUNDAMENTAL,ENSINO FUNDAMENTAL,
200958538,2019,2,SISU,AGRESTE,279,ENGENHARIA DE PRODUÇÃO - CAA,BELO JARDIM,PE,BRA,SAO PEDRO,BELO JARDIM,PE,F,22/11/2001,S,L1,SUPERIOR INCOMPLETO,APERFEICOAMENTO,
200953417,2019,1,SISU,AGRESTE,279,ENGENHARIA DE PRODUÇÃO - CAA,BELO JARDIM,PE,BRA,TANCREDO NEVES,BELO JARDIM,PE,M,19/03/2001,N,A0,ENSINO FUNDAMENTAL,ENSINO FUNDAMENTAL,
200956451,2019,2,SISU,AGRESTE,279,ENGENHARIA DE PRODUÇÃO - CAA,BELO JARDIM,PE,BRA,MAURICIO DE NASSAU,CARUARU,PE,M,10/08/2000,N,A0,SUPERIOR INCOMPLETO,APERFEICOAMENTO,
200957956,2019,1,SISU,AGRESTE,279,ENGENHARIA DE PRODUÇÃO - CAA,BEZERROS,PE,BRA,CENTRO,BEZERROS,PE,F,20/11/1989,S,L6,ENSINO FUNDAMENTAL,SEGUNDO GRAU INCOMPLETO,
200949792,2019,1,SISU,AGRESTE,279,ENGENHARIA DE PRODUÇÃO - CAA,BEZERROS,PE,BRA,ENCRUZILHADA,BEZERROS,PE,M,11/07/1992,N,A0,,,
200951277,2019,1,SISU,AGRESTE,279,ENGENHARIA DE PRODUÇÃO - CAA,BEZERROS,PE,BRA,MAURICIO DE NASSAU,CARUARU,PE,F,09/08/2001,N,A0,APERFEICOAMENTO,SUPERIOR INCOMPLETO,
200957902,2019,2,SISU,AGRESTE,279,ENGENHARIA DE PRODUÇÃO - CAA,BEZERROS,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,07/10/2000,S,L2,ENSINO FUNDAMENTAL,SUPERIOR INCOMPLETO,
200958537,2019,2,SISU,AGRESTE,279,ENGENHARIA DE PRODUÇÃO - CAA,BEZERROS,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,14/04/2000,S,L1,ENSINO FUNDAMENTAL,SUPERIOR INCOMPLETO,
200949985,2019,1,SISU,AGRESTE,279,ENGENHARIA DE PRODUÇÃO - CAA,BONITO,PE,BRA,CENTRO,BONITO,PE,M,26/05/2002,S,L2,SUPERIOR INCOMPLETO,SUPERIOR INCOMPLETO,
200967655,2019,2,SISU,AGRESTE,279,ENGENHARIA DE PRODUÇÃO - CAA,BREJO DA MADRE DE DEUS,PE,BRA,CENTRO,BREJO DA MADRE DE DEUS,PE,F,17/02/2000,N,A0,SUPERIOR INCOMPLETO,APERFEICOAMENTO,
200953702,2019,1,SISU,AGRESTE,279,ENGENHARIA DE PRODUÇÃO - CAA,BREJO DA MADRE DE DEUS,PE,BRA,CENTRO,BREJO DA MADRE DE DEUS,PE,M,07/10/2001,S,L2,ENSINO FUNDAMENTAL,SUPERIOR INCOMPLETO,
200958472,2019,2,SISU,AGRESTE,279,ENGENHARIA DE PRODUÇÃO - CAA,CAMPESTRE,AL,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,20/02/2000,S,L1,SUPERIOR INCOMPLETO,APERFEICOAMENTO,
200950366,2019,1,SISU,AGRESTE,279,ENGENHARIA DE PRODUÇÃO - CAA,CAMPINA GRANDE,PB,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,22/10/1998,N,A0,ENSINO FUNDAMENTAL,ENSINO FUNDAMENTAL,
200950514,2019,1,SISU,AGRESTE,279,ENGENHARIA DE PRODUÇÃO - CAA,CARUARU,PE,BRA,SALGADO,CARUARU,PE,F,01/09/2000,N,A0,SEGUNDO GRAU INCOMPLETO,SUPERIOR INCOMPLETO,
200956545,2019,2,SISU,AGRESTE,279,ENGENHARIA DE PRODUÇÃO - CAA,CARUARU,PE,BRA,JOAO MOTA,CARUARU,PE,F,06/03/1989,N,A0,,,
200956439,2019,2,SISU,AGRESTE,279,ENGENHARIA DE PRODUÇÃO - CAA,CARUARU,PE,BRA,UNIVERSITARIO,CARUARU,PE,F,07/03/1997,N,A0,SEGUNDO GRAU INCOMPLETO,SUPERIOR INCOMPLETO,
200953688,2019,1,SISU,AGRESTE,279,ENGENHARIA DE PRODUÇÃO - CAA,CARUARU,PE,BRA,UNIVERSITARIO,CARUARU,PE,F,10/05/2002,N,A0,APERFEICOAMENTO,APERFEICOAMENTO,
200950496,2019,1,SISU,AGRESTE,279,ENGENHARIA DE PRODUÇÃO - CAA,CARUARU,PE,BRA,PETROPOLIS,CARUARU,PE,F,14/10/2000,S,L6,SUPERIOR INCOMPLETO,SUPERIOR INCOMPLETO,
200958535,2019,2,SISU,AGRESTE,279,ENGENHARIA DE PRODUÇÃO - CAA,CARUARU,PE,BRA,KENNEDY,CARUARU,PE,F,15/10/1996,S,L1,SUPERIOR INCOMPLETO,APERFEICOAMENTO,
200958509,2019,2,SISU,AGRESTE,279,ENGENHARIA DE PRODUÇÃO - CAA,CARUARU,PE,BRA,RENDEIRAS,CARUARU,PE,F,23/05/2001,S,L1,ENSINO MEDIO,ENSINO FUNDAMENTAL,
200956417,2019,2,SISU,AGRESTE,279,ENGENHARIA DE PRODUÇÃO - CAA,CARUARU,PE,BRA,MAURICIO DE NASSAU,CARUARU,PE,F,24/01/1990,N,A0,,,
200957493,2019,1,SISU,AGRESTE,279,ENGENHARIA DE PRODUÇÃO - CAA,CARUARU,PE,BRA,RENDEIRAS,CARUARU,PE,M,01/09/2001,S,L2,SUPERIOR INCOMPLETO,SUPERIOR INCOMPLETO,
200950148,2019,1,SISU,AGRESTE,279,ENGENHARIA DE PRODUÇÃO - CAA,CARUARU,PE,BRA,BOA VISTA,CARUARU,PE,M,02/04/2001,N,A0,SUPERIOR INCOMPLETO,APERFEICOAMENTO,
200949964,2019,1,SISU,AGRESTE,279,ENGENHARIA DE PRODUÇÃO - CAA,CARUARU,PE,BRA,KENNEDY,CARUARU,PE,M,03/03/1999,N,A0,SUPERIOR INCOMPLETO,ENSINO FUNDAMENTAL,
200956579,2019,2,SISU,AGRESTE,279,ENGENHARIA DE PRODUÇÃO - CAA,CARUARU,PE,BRA,VASSOURAL,CARUARU,PE,M,04/06/1989,N,A0,,,
200953959,2019,1,SISU,AGRESTE,279,ENGENHARIA DE PRODUÇÃO - CAA,CARUARU,PE,BRA,BOA VISTA,CARUARU,PE,M,06/01/1996,N,A0,,,
200952763,2019,1,SISU,AGRESTE,279,ENGENHARIA DE PRODUÇÃO - CAA,CARUARU,PE,BRA,SALGADO,CARUARU,PE,M,07/08/1999,N,A0,ENSINO FUNDAMENTAL,SUPERIOR INCOMPLETO,
200957855,2019,2,SISU,AGRESTE,279,ENGENHARIA DE PRODUÇÃO - CAA,CARUARU,PE,BRA,SALGADO,CARUARU,PE,M,09/07/1999,S,L2,ALFABETIZADO SEM CURSOS REGULARES,ENSINO FUNDAMENTAL,
200949829,2019,2,SISU,AGRESTE,279,ENGENHARIA DE PRODUÇÃO - CAA,CARUARU,PE,BRA,SALGADO,CARUARU,PE,M,12/10/2000,S,L5,ENSINO FUNDAMENTAL,ENSINO FUNDAMENTAL,
200957824,2019,2,SISU,AGRESTE,279,ENGENHARIA DE PRODUÇÃO - CAA,CARUARU,PE,BRA,NOSSA SENHORA DAS DORES,CARUARU,PE,M,21/07/1999,S,L2,SEGUNDO GRAU INCOMPLETO,SUPERIOR INCOMPLETO,
200957682,2019,1,SISU,AGRESTE,279,ENGENHARIA DE PRODUÇÃO - CAA,CARUARU,PE,BRA,BOA VISTA,CARUARU,PE,M,22/03/1999,S,L2,SUPERIOR INCOMPLETO,SUPERIOR INCOMPLETO,
200956560,2019,2,SISU,AGRESTE,279,ENGENHARIA DE PRODUÇÃO - CAA,CARUARU,PE,BRA,MAURICIO DE NASSAU,CARUARU,PE,M,26/06/2001,N,A0,SEGUNDO GRAU INCOMPLETO,ENSINO FUNDAMENTAL,
200950865,2019,1,SISU,AGRESTE,279,ENGENHARIA DE PRODUÇÃO - CAA,CARUARU,PE,BRA,MAURICIO DE NASSAU,CARUARU,PE,M,26/11/2000,N,A0,APERFEICOAMENTO,ENSINO SUPERIOR,
200953716,2019,1,SISU,AGRESTE,279,ENGENHARIA DE PRODUÇÃO - CAA,CARUARU,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,09/06/2001,N,A0,APERFEICOAMENTO,SUPERIOR INCOMPLETO,
200950531,2019,1,SISU,AGRESTE,279,ENGENHARIA DE PRODUÇÃO - CAA,CARUARU,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,10/11/2000,S,L5,SUPERIOR INCOMPLETO,APERFEICOAMENTO,
200950081,2019,2,SISU,AGRESTE,279,ENGENHARIA DE PRODUÇÃO - CAA,CARUARU,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,28/04/2001,S,L1,,SUPERIOR INCOMPLETO,
200958692,2019,2,SISU,AGRESTE,279,ENGENHARIA DE PRODUÇÃO - CAA,CARUARU,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,29/11/1997,S,L5,ENSINO FUNDAMENTAL,ENSINO FUNDAMENTAL,
200950240,2019,1,SISU,AGRESTE,279,ENGENHARIA DE PRODUÇÃO - CAA,CARUARU,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,30/08/1999,S,L5,SUPERIOR INCOMPLETO,ENSINO FUNDAMENTAL,
200967649,2019,2,SISU,AGRESTE,279,ENGENHARIA DE PRODUÇÃO - CAA,CARUARU,PE,BRA,CENTRO,RIACHO DAS ALMAS,PE,M,21/02/2002,N,A0,APERFEICOAMENTO,APERFEICOAMENTO,
200950843,2019,1,SISU,AGRESTE,279,ENGENHARIA DE PRODUÇÃO - CAA,CUBATAO,SP,BRA,SALGADO,CARUARU,PE,F,25/05/2001,S,L1,ENSINO FUNDAMENTAL,ENSINO FUNDAMENTAL,
200950335,2019,1,SISU,AGRESTE,279,ENGENHARIA DE PRODUÇÃO - CAA,CUMARU,PE,BRA,CENTRO,CUMARU,PE,F,11/11/1999,N,A0,ENSINO MEDIO,SEGUNDO GRAU INCOMPLETO,
200957542,2019,1,SISU,AGRESTE,279,ENGENHARIA DE PRODUÇÃO - CAA,CUSTODIA,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,31/10/2001,S,L2,SEGUNDO GRAU INCOMPLETO,ENSINO FUNDAMENTAL,
200952510,2019,1,SISU,AGRESTE,279,ENGENHARIA DE PRODUÇÃO - CAA,FEIRA DE SANTANA,BA,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,24/11/1999,S,L6,ENSINO FUNDAMENTAL,APERFEICOAMENTO,
200956620,2019,2,SISU,AGRESTE,279,ENGENHARIA DE PRODUÇÃO - CAA,GRAVATA,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,11/12/2000,N,A0,ENSINO FUNDAMENTAL,SUPERIOR INCOMPLETO,
200958695,2019,2,SISU,AGRESTE,279,ENGENHARIA DE PRODUÇÃO - CAA,IBIRAJUBA,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,13/04/2001,S,L5,SEGUNDO GRAU INCOMPLETO,ENSINO FUNDAMENTAL,
200958524,2019,2,SISU,AGRESTE,279,ENGENHARIA DE PRODUÇÃO - CAA,ITAPEVI,SP,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,07/03/2000,S,L1,ENSINO FUNDAMENTAL,SUPERIOR INCOMPLETO,
200958530,2019,2,SISU,AGRESTE,279,ENGENHARIA DE PRODUÇÃO - CAA,JOINVILLE,SC,BRA,PETROPOLIS,CARUARU,PE,F,13/04/2000,S,L1,SUPERIOR INCOMPLETO,SUPERIOR INCOMPLETO,
200952824,2019,1,SISU,AGRESTE,279,ENGENHARIA DE PRODUÇÃO - CAA,LIMOEIRO,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,06/08/1996,N,A0,,,
200952723,2019,1,SISU,AGRESTE,279,ENGENHARIA DE PRODUÇÃO - CAA,LIMOEIRO,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,15/09/1997,N,A0,,,
200952029,2019,2,SISU,AGRESTE,279,ENGENHARIA DE PRODUÇÃO - CAA,LIMOEIRO,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,17/09/1998,N,A0,ENSINO FUNDAMENTAL,SUPERIOR INCOMPLETO,
200953758,2019,1,SISU,AGRESTE,279,ENGENHARIA DE PRODUÇÃO - CAA,MACEIO,AL,BRA,SAO PEDRO,BELO JARDIM,PE,M,08/03/2002,N,A0,APERFEICOAMENTO,APERFEICOAMENTO,
200956429,2019,2,SISU,AGRESTE,279,ENGENHARIA DE PRODUÇÃO - CAA,MARTINS,RN,BRA,SÃO VICENTE DE PAULA,VITORIA DE SANTO ANTAO,PE,M,23/07/2001,N,A0,SUPERIOR INCOMPLETO,ENSINO MEDIO,
200953434,2019,1,SISU,AGRESTE,279,ENGENHARIA DE PRODUÇÃO - CAA,OROBO,PE,BRA,PETROPOLIS,CARUARU,PE,M,03/02/2002,S,L6,ENSINO FUNDAMENTAL,ENSINO FUNDAMENTAL,
200956538,2019,2,SISU,AGRESTE,279,ENGENHARIA DE PRODUÇÃO - CAA,PALMARES,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,08/05/2000,N,A0,SUPERIOR INCOMPLETO,APERFEICOAMENTO,
200951615,2019,1,SISU,AGRESTE,279,ENGENHARIA DE PRODUÇÃO - CAA,PALMARES,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,11/06/2001,S,L6,SUPERIOR INCOMPLETO,APERFEICOAMENTO,
200956521,2019,2,SISU,AGRESTE,279,ENGENHARIA DE PRODUÇÃO - CAA,RECIFE,PE,BRA,INDIANOPOLIS,CARUARU,PE,M,21/02/2000,N,A0,ENSINO FUNDAMENTAL,ENSINO FUNDAMENTAL,
200958079,2019,1,SISU,AGRESTE,279,ENGENHARIA DE PRODUÇÃO - CAA,RECIFE,PE,BRA,KENNEDY,CARUARU,PE,M,23/06/2000,S,L6,ENSINO SUPERIOR,ENSINO SUPERIOR,
200956484,2019,2,SISU,AGRESTE,279,ENGENHARIA DE PRODUÇÃO - CAA,RECIFE,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,10/07/2001,N,A0,SUPERIOR INCOMPLETO,APERFEICOAMENTO,
200956504,2019,2,SISU,AGRESTE,279,ENGENHARIA DE PRODUÇÃO - CAA,RECIFE,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,20/10/2000,N,A0,SUPERIOR INCOMPLETO,APERFEICOAMENTO,
200956637,2019,2,SISU,AGRESTE,279,ENGENHARIA DE PRODUÇÃO - CAA,RECIFE,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,04/09/2001,N,A0,SUPERIOR INCOMPLETO,SUPERIOR INCOMPLETO,
200951640,2019,1,SISU,AGRESTE,279,ENGENHARIA DE PRODUÇÃO - CAA,RECIFE,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,25/03/2001,N,A0,SUPERIOR INCOMPLETO,APERFEICOAMENTO,
200953473,2019,1,SISU,AGRESTE,279,ENGENHARIA DE PRODUÇÃO - CAA,RECIFE,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,29/07/1999,S,L6,,,
200949841,2019,1,SISU,AGRESTE,279,ENGENHARIA DE PRODUÇÃO - CAA,RECIFE,PE,BRA,LAGOA DA VACA,SURUBIM,PE,F,11/11/1996,N,A0,APERFEICOAMENTO,ENSINO SUPERIOR,
200959978,2019,1,SISU,AGRESTE,279,ENGENHARIA DE PRODUÇÃO - CAA,RIBEIRAO,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,03/08/2001,S,L6,SUPERIOR INCOMPLETO,APERFEICOAMENTO,
200950933,2019,1,SISU,AGRESTE,279,ENGENHARIA DE PRODUÇÃO - CAA,SANTA CRUZ DO CAPIBARIBE,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,27/02/2002,N,A0,ENSINO FUNDAMENTAL,SUPERIOR INCOMPLETO,
200958546,2019,2,SISU,AGRESTE,279,ENGENHARIA DE PRODUÇÃO - CAA,SAO CAITANO,PE,BRA,PETROPOLIS,CARUARU,PE,F,15/04/2000,S,L1,ENSINO FUNDAMENTAL,ENSINO FUNDAMENTAL,
200956592,2019,2,SISU,AGRESTE,279,ENGENHARIA DE PRODUÇÃO - CAA,SAO CAITANO,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,10/11/1996,N,A0,,,
200957905,2019,2,SISU,AGRESTE,279,ENGENHARIA DE PRODUÇÃO - CAA,SAO JOSE DO EGITO,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,20/05/2001,S,L2,ENSINO FUNDAMENTAL,ENSINO FUNDAMENTAL,
200957709,2019,1,SISU,AGRESTE,279,ENGENHARIA DE PRODUÇÃO - CAA,SAO PAULO,SP,BRA,KENNEDY,CARUARU,PE,M,19/03/1999,S,L2,SUPERIOR INCOMPLETO,SUPERIOR INCOMPLETO,
200958688,2019,2,SISU,AGRESTE,279,ENGENHARIA DE PRODUÇÃO - CAA,SAO PAULO,SP,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,06/01/2002,S,L5,SEGUNDO GRAU INCOMPLETO,SEGUNDO GRAU INCOMPLETO,
200952209,2019,1,SISU,AGRESTE,279,ENGENHARIA DE PRODUÇÃO - CAA,SAO PAULO,SP,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,21/08/2000,S,L2,SUPERIOR INCOMPLETO,SEGUNDO GRAU INCOMPLETO,
200956403,2019,2,SISU,AGRESTE,279,ENGENHARIA DE PRODUÇÃO - CAA,SURUBIM,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,21/10/2000,N,A0,SUPERIOR INCOMPLETO,ENSINO FUNDAMENTAL,
200956495,2019,2,SISU,AGRESTE,279,ENGENHARIA DE PRODUÇÃO - CAA,SURUBIM,PE,BRA,LAGOA DA VACA,SURUBIM,PE,F,15/06/2001,N,A0,ENSINO MEDIO,SUPERIOR INCOMPLETO,
200953736,2019,1,SISU,AGRESTE,279,ENGENHARIA DE PRODUÇÃO - CAA,VERTENTES,PE,BRA,CENTRO,VERTENTES,PE,M,12/07/2001,S,L5,SUPERIOR INCOMPLETO,SUPERIOR INCOMPLETO,
200956572,2019,2,SISU,AGRESTE,279,ENGENHARIA DE PRODUÇÃO - CAA,VITORIA DE SANTO ANTAO,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,16/06/2000,N,A0,ENSINO FUNDAMENTAL,APERFEICOAMENTO,
200950817,2019,1,SISU,AGRESTE,279,ENGENHARIA DE PRODUÇÃO - CAA,VITORIA DE SANTO ANTAO,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,31/12/2000,N,A0,ENSINO FUNDAMENTAL,SEGUNDO GRAU INCOMPLETO,
200950043,2019,1,SISU,AGRESTE,279,ENGENHARIA DE PRODUÇÃO - CAA,VITORIA DE SANTO ANTAO,PE,BRA,CAJA,VITORIA DE SANTO ANTAO,PE,M,16/07/2000,S,L1,ENSINO FUNDAMENTAL,ENSINO FUNDAMENTAL,
200952854,2019,1,SISU,AGRESTE,281,FÍSICA - LICENCIATURA - CAA,AFOGADOS DA INGAZEIRA,PE,BRA,PETROPOLIS,CARUARU,PE,M,01/01/2001,S,L1,SUPERIOR INCOMPLETO,ENSINO FUNDAMENTAL,
200952875,2019,2,SISU,AGRESTE,281,FÍSICA - LICENCIATURA - CAA,AGRESTINA,PE,BRA,CENTRO,AGRESTINA,PE,F,15/04/2001,S,L5,ENSINO FUNDAMENTAL,ENSINO FUNDAMENTAL,
200961007,2019,2,SISU,AGRESTE,281,FÍSICA - LICENCIATURA - CAA,AGRESTINA,PE,BRA,CENTRO,ALTINHO,PE,M,01/11/2001,S,L2,ENSINO FUNDAMENTAL,SUPERIOR INCOMPLETO,
200953117,2019,1,SISU,AGRESTE,281,FÍSICA - LICENCIATURA - CAA,AGRESTINA,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,09/05/2001,S,L6,SUPERIOR INCOMPLETO,ENSINO FUNDAMENTAL,
200958082,2019,2,SISU,AGRESTE,281,FÍSICA - LICENCIATURA - CAA,ALTINHO,PE,BRA,CENTRO,ALTINHO,PE,M,06/11/2000,S,L6,ALFABETIZADO SEM CURSOS REGULARES,APERFEICOAMENTO,
200953197,2019,1,SISU,AGRESTE,281,FÍSICA - LICENCIATURA - CAA,ARCOVERDE,PE,BRA,PEDRA LINDA,PETROLINA,PE,F,24/01/1996,N,A0,SUPERIOR INCOMPLETO,SUPERIOR INCOMPLETO,
200952850,2019,1,SISU,AGRESTE,281,FÍSICA - LICENCIATURA - CAA,BELO JARDIM,PE,BRA,CENTRO,BELO JARDIM,PE,M,20/12/2000,N,A0,APERFEICOAMENTO,APERFEICOAMENTO,
200956612,2019,2,SISU,AGRESTE,281,FÍSICA - LICENCIATURA - CAA,BELO JARDIM,PE,BRA,BOA VISTA,BELO JARDIM,PE,M,23/07/1998,N,A0,SEGUNDO GRAU INCOMPLETO,SUPERIOR INCOMPLETO,
200957896,2019,2,SISU,AGRESTE,281,FÍSICA - LICENCIATURA - CAA,BELO JARDIM,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,16/03/2002,S,L2,ENSINO FUNDAMENTAL,SEGUNDO GRAU INCOMPLETO,
200957660,2019,1,SISU,AGRESTE,281,FÍSICA - LICENCIATURA - CAA,BEZERROS,PE,BRA,CENTRO,BEZERROS,PE,F,04/09/2000,S,L2,ENSINO FUNDAMENTAL,ENSINO FUNDAMENTAL,
200956598,2019,2,SISU,AGRESTE,281,FÍSICA - LICENCIATURA - CAA,BEZERROS,PE,BRA,CENTRO,BEZERROS,PE,F,10/07/2000,N,A0,ENSINO MEDIO,ENSINO FUNDAMENTAL,
200951970,2019,1,SISU,AGRESTE,281,FÍSICA - LICENCIATURA - CAA,BEZERROS,PE,BRA,CENTRO,BEZERROS,PE,M,01/08/2001,N,A0,ENSINO FUNDAMENTAL,ENSINO FUNDAMENTAL,
200956585,2019,2,SISU,AGRESTE,281,FÍSICA - LICENCIATURA - CAA,BEZERROS,PE,BRA,SALGADO,CARUARU,PE,M,06/04/1993,N,A0,SEGUNDO GRAU INCOMPLETO,ENSINO FUNDAMENTAL,
200957906,2019,2,SISU,AGRESTE,281,FÍSICA - LICENCIATURA - CAA,BEZERROS,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,29/10/2000,S,L2,SUPERIOR INCOMPLETO,ENSINO FUNDAMENTAL,
200958117,2019,2,SISU,AGRESTE,281,FÍSICA - LICENCIATURA - CAA,BEZERROS,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,16/12/1993,S,L6,ENSINO FUNDAMENTAL,ENSINO MEDIO,
200957502,2019,1,SISU,AGRESTE,281,FÍSICA - LICENCIATURA - CAA,BEZERROS,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,26/05/2000,S,L2,ENSINO FUNDAMENTAL,ENSINO FUNDAMENTAL,
200956616,2019,2,SISU,AGRESTE,281,FÍSICA - LICENCIATURA - CAA,BONITO,PE,BRA,CENTRO,BEZERROS,PE,M,04/10/2001,N,A0,ENSINO FUNDAMENTAL,SUPERIOR INCOMPLETO,
200949682,2019,1,SISU,AGRESTE,281,FÍSICA - LICENCIATURA - CAA,BONITO,PE,BRA,CENTRO,BONITO,PE,M,08/12/1999,S,L2,ENSINO FUNDAMENTAL,ENSINO FUNDAMENTAL,
200953613,2019,1,SISU,AGRESTE,281,FÍSICA - LICENCIATURA - CAA,BREJO DA MADRE DE DEUS,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,16/03/1998,S,L6,SUPERIOR INCOMPLETO,SUPERIOR INCOMPLETO,
200953442,2019,1,SISU,AGRESTE,281,FÍSICA - LICENCIATURA - CAA,CAAPORA,PB,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,10/10/1983,S,L6,ENSINO FUNDAMENTAL,ENSINO SUPERIOR,
200952970,2019,2,SISU,AGRESTE,281,FÍSICA - LICENCIATURA - CAA,CANHOTINHO,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,11/04/1998,N,A0,ENSINO FUNDAMENTAL,ENSINO FUNDAMENTAL,
