NU_MATRICULA,ANO_INGRESSO,SEMESTRE_INGRESSO,TIPO_INGRESSO,CAMPUS,COD_CURSO,CURSO,NATURALIDADE,UF_NATURALIDADE,PAIS_NATURALIDADE,BAIRRO_ENDERECO,CIDADE_ENDERECO,UF_ENDERECO,SEXO,DATA_NASC,COTA,TIPO_COTA,ESCOLARIDADE_PAI,ESCOLARIDADE_MAE,DEFICIENCIA
200923906,2018,1,SISU,REITOR JOAQUIM AMAZONAS,205,BIOMEDICINA,SAO LOURENÇO DA MATA,PE,BRA,CENTRO,SAO LOURENÇO DA MATA,PE,M,30/04/1999,N,A0,,APERFEICOAMENTO,
200921999,2018,1,SISU,REITOR JOAQUIM AMAZONAS,205,BIOMEDICINA,SAO PAULO,SP,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,12/03/1998,S,L2,ENSINO MEDIO,ENSINO FUNDAMENTAL,
200925169,2018,1,SISU,REITOR JOAQUIM AMAZONAS,205,BIOMEDICINA,SERRA TALHADA,PE,BRA,IPSEP,RECIFE,PE,F,21/01/1990,S,L1,ENSINO FUNDAMENTAL,APERFEICOAMENTO,
200923907,2018,1,SISU,REITOR JOAQUIM AMAZONAS,205,BIOMEDICINA,SERTANIA,PE,BRA,COAHB,SERTANIA,PE,M,10/08/1989,N,A0,,,
200926026,2018,2,SISU,REITOR JOAQUIM AMAZONAS,205,BIOMEDICINA,SERTAOZINHO,SP,BRA,MASSAUASSU,ESCADA,PE,F,29/08/1999,S,L2,SUPERIOR INCOMPLETO,SUPERIOR INCOMPLETO,
200926056,2018,2,SISU,REITOR JOAQUIM AMAZONAS,205,BIOMEDICINA,VERTENTES,PE,BRA,PRAZERES,JABOATAO DOS GUARARAPES,PE,F,05/08/1999,N,A0,ENSINO FUNDAMENTAL,ENSINO FUNDAMENTAL,
200926422,2018,2,SISU,REITOR JOAQUIM AMAZONAS,205,BIOMEDICINA,VITORIA DE SANTO ANTAO,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,15/02/1998,S,L5,ENSINO FUNDAMENTAL,ENSINO FUNDAMENTAL,
200921690,2018,1,SISU,REITOR JOAQUIM AMAZONAS,45,CIÊNCIA DA COMPUTAÇÃO - CIN,ARCOVERDE,PE,BRA,SAO CRISTOVAO,ARCOVERDE,PE,M,01/09/2000,N,A0,APERFEICOAMENTO,APERFEICOAMENTO,
200921212,2018,1,SISU,REITOR JOAQUIM AMAZONAS,45,CIÊNCIA DA COMPUTAÇÃO - CIN,ARCOVERDE,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,13/09/2000,N,A0,APERFEICOAMENTO,APERFEICOAMENTO,
200924810,2018,2,SISU,REITOR JOAQUIM AMAZONAS,45,CIÊNCIA DA COMPUTAÇÃO - CIN,BELEM,PA,BRA,TAMARINEIRA,RECIFE,PE,M,08/03/1999,N,A0,APERFEICOAMENTO,APERFEICOAMENTO,
200928283,2018,1,SISU,REITOR JOAQUIM AMAZONAS,45,CIÊNCIA DA COMPUTAÇÃO - CIN,BEZERROS,PE,BRA,CENTRO,BEZERROS,PE,M,10/04/2000,S,L2,ENSINO FUNDAMENTAL,ENSINO FUNDAMENTAL,
200923756,2018,2,SISU,REITOR JOAQUIM AMAZONAS,45,CIÊNCIA DA COMPUTAÇÃO - CIN,BONFINOPOLIS DE MINAS,MG,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,17/05/1996,S,L1,SEGUNDO GRAU INCOMPLETO,ENSINO FUNDAMENTAL,
200923757,2018,1,SISU,REITOR JOAQUIM AMAZONAS,45,CIÊNCIA DA COMPUTAÇÃO - CIN,BRASILIA,DF,BRA,CASA AMARELA,RECIFE,PE,F,02/04/2000,N,A0,APERFEICOAMENTO,APERFEICOAMENTO,
200922677,2018,2,SISU,REITOR JOAQUIM AMAZONAS,45,CIÊNCIA DA COMPUTAÇÃO - CIN,CARUARU,PE,BRA,CENTRO,BELO JARDIM,PE,M,12/05/2000,N,A0,,SUPERIOR INCOMPLETO,
200922199,2018,2,SISU,REITOR JOAQUIM AMAZONAS,45,CIÊNCIA DA COMPUTAÇÃO - CIN,CARUARU,PE,BRA,CENTRO,PESQUEIRA,PE,F,14/01/1999,S,L6,APERFEICOAMENTO,APERFEICOAMENTO,
200922559,2018,1,SISU,REITOR JOAQUIM AMAZONAS,45,CIÊNCIA DA COMPUTAÇÃO - CIN,DOM ELISEU,PA,BRA,ENGENHO DO MEIO,RECIFE,PE,M,25/02/1998,S,L1,ENSINO MEDIO,ENSINO FUNDAMENTAL,
200923654,2018,1,SISU,REITOR JOAQUIM AMAZONAS,45,CIÊNCIA DA COMPUTAÇÃO - CIN,FORTALEZA,CE,BRA,MADALENA,RECIFE,PE,F,26/02/1999,N,A0,APERFEICOAMENTO,APERFEICOAMENTO,
200922116,2018,2,SISU,REITOR JOAQUIM AMAZONAS,45,CIÊNCIA DA COMPUTAÇÃO - CIN,GARANHUNS,PE,BRA,HELIOPOLIS,GARANHUNS,PE,M,18/01/1998,N,A0,,,
200920959,2018,1,SISU,REITOR JOAQUIM AMAZONAS,45,CIÊNCIA DA COMPUTAÇÃO - CIN,GARANHUNS,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,07/01/2001,S,L6,ENSINO FUNDAMENTAL,APERFEICOAMENTO,
200924889,2018,2,SISU,REITOR JOAQUIM AMAZONAS,45,CIÊNCIA DA COMPUTAÇÃO - CIN,ILHEUS,BA,BRA,NELSON COSTA,ILHEUS,BA,M,13/07/1999,S,L6,SUPERIOR INCOMPLETO,APERFEICOAMENTO,
200922678,2018,2,SISU,REITOR JOAQUIM AMAZONAS,45,CIÊNCIA DA COMPUTAÇÃO - CIN,IRARA,BA,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,13/10/2000,N,A0,SUPERIOR INCOMPLETO,APERFEICOAMENTO,
200920532,2018,2,SISU,REITOR JOAQUIM AMAZONAS,45,CIÊNCIA DA COMPUTAÇÃO - CIN,ITABAIANA,PB,BRA,CENTRO,GOIANA,PE,M,18/04/2000,S,L6,APERFEICOAMENTO,SUPERIOR INCOMPLETO,
200928776,2018,2,SISU,REITOR JOAQUIM AMAZONAS,45,CIÊNCIA DA COMPUTAÇÃO - CIN,JABOATAO DOS GUARARAPES,PE,BRA,VISTA ALEGRE,JABOATAO DOS GUARARAPES,PE,M,03/08/1998,S,L2,APERFEICOAMENTO,ENSINO SUPERIOR,
200920526,2018,1,SISU,REITOR JOAQUIM AMAZONAS,45,CIÊNCIA DA COMPUTAÇÃO - CIN,JABOATAO DOS GUARARAPES,PE,BRA,PADRE ROMA,JABOATAO DOS GUARARAPES,PE,M,16/03/1995,S,L10,ENSINO FUNDAMENTAL,ENSINO FUNDAMENTAL,DEFICIENCIA FISICA
200920775,2018,1,SISU,REITOR JOAQUIM AMAZONAS,45,CIÊNCIA DA COMPUTAÇÃO - CIN,LAVRAS,MG,BRA,IBURA,RECIFE,PE,F,12/03/1996,N,A0,APERFEICOAMENTO,APERFEICOAMENTO,
200939100,2018,2,SISU,REITOR JOAQUIM AMAZONAS,45,CIÊNCIA DA COMPUTAÇÃO - CIN,MORENO,PE,BRA,VILA RICA,JABOATAO DOS GUARARAPES,PE,M,13/09/2000,S,L2,SUPERIOR INCOMPLETO,SUPERIOR INCOMPLETO,
200928861,2018,2,SISU,REITOR JOAQUIM AMAZONAS,45,CIÊNCIA DA COMPUTAÇÃO - CIN,MORENO,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,01/08/2000,S,L2,ENSINO MEDIO,ENSINO FUNDAMENTAL,
200921935,2018,2,SISU,REITOR JOAQUIM AMAZONAS,45,CIÊNCIA DA COMPUTAÇÃO - CIN,PENEDO,AL,BRA,ELDORADO,ARAPIRACA,AL,M,08/04/2000,N,A0,APERFEICOAMENTO,SUPERIOR INCOMPLETO,
200922345,2018,2,SISU,REITOR JOAQUIM AMAZONAS,45,CIÊNCIA DA COMPUTAÇÃO - CIN,QUAKERTOWN,PA,USA,BOA VIAGEM,RECIFE,PE,M,13/01/1999,N,A0,APERFEICOAMENTO,APERFEICOAMENTO,
200923872,2018,2,SISU,REITOR JOAQUIM AMAZONAS,45,CIÊNCIA DA COMPUTAÇÃO - CIN,RECIFE,PE,BRA,TIMBI,CAMARAGIBE,PE,M,10/04/1999,S,L5,SUPERIOR INCOMPLETO,SUPERIOR INCOMPLETO,
200923727,2018,2,SISU,REITOR JOAQUIM AMAZONAS,45,CIÊNCIA DA COMPUTAÇÃO - CIN,RECIFE,PE,BRA,SAO JOSE,CARPINA,PE,M,15/11/2000,N,A0,APERFEICOAMENTO,APERFEICOAMENTO,
200923719,2018,1,SISU,REITOR JOAQUIM AMAZONAS,45,CIÊNCIA DA COMPUTAÇÃO - CIN,RECIFE,PE,BRA,PIEDADE,JABOATAO DOS GUARARAPES,PE,M,06/08/1997,S,L2,SUPERIOR INCOMPLETO,SUPERIOR INCOMPLETO,
200921269,2018,2,SISU,REITOR JOAQUIM AMAZONAS,45,CIÊNCIA DA COMPUTAÇÃO - CIN,RECIFE,PE,BRA,VISTA ALEGRE,JABOATAO DOS GUARARAPES,PE,M,16/05/1998,S,L2,SEGUNDO GRAU INCOMPLETO,SUPERIOR INCOMPLETO,
200923753,2018,2,SISU,REITOR JOAQUIM AMAZONAS,45,CIÊNCIA DA COMPUTAÇÃO - CIN,RECIFE,PE,BRA,PIEDADE,JABOATAO DOS GUARARAPES,PE,M,16/05/2000,N,A0,APERFEICOAMENTO,SUPERIOR INCOMPLETO,
200923163,2018,2,SISU,REITOR JOAQUIM AMAZONAS,45,CIÊNCIA DA COMPUTAÇÃO - CIN,RECIFE,PE,BRA,PIEDADE,JABOATAO DOS GUARARAPES,PE,M,18/04/2000,N,A0,ENSINO SUPERIOR,APERFEICOAMENTO,
200923689,2018,2,SISU,REITOR JOAQUIM AMAZONAS,45,CIÊNCIA DA COMPUTAÇÃO - CIN,RECIFE,PE,BRA,MURIBECA,JABOATAO DOS GUARARAPES,PE,M,21/06/1998,N,A0,SUPERIOR INCOMPLETO,SUPERIOR INCOMPLETO,
200922387,2018,1,SISU,REITOR JOAQUIM AMAZONAS,45,CIÊNCIA DA COMPUTAÇÃO - CIN,RECIFE,PE,BRA,BARRA DE JANGADA,JABOATAO DOS GUARARAPES,PE,M,22/03/1995,N,A0,,,
200924364,2018,2,SISU,REITOR JOAQUIM AMAZONAS,45,CIÊNCIA DA COMPUTAÇÃO - CIN,RECIFE,PE,BRA,UR-11,JABOATAO DOS GUARARAPES,PE,M,29/09/1999,S,L1,SUPERIOR INCOMPLETO,SUPERIOR INCOMPLETO,
200923339,2018,2,SISU,REITOR JOAQUIM AMAZONAS,45,CIÊNCIA DA COMPUTAÇÃO - CIN,RECIFE,PE,BRA,CENTRO,LIMOEIRO,PE,M,05/02/2000,S,L5,APERFEICOAMENTO,APERFEICOAMENTO,
200923743,2018,2,SISU,REITOR JOAQUIM AMAZONAS,45,CIÊNCIA DA COMPUTAÇÃO - CIN,RECIFE,PE,BRA,JARDIM ATLANTICO,OLINDA,PE,M,29/06/2000,N,A0,APERFEICOAMENTO,APERFEICOAMENTO,
200922022,2018,1,SISU,REITOR JOAQUIM AMAZONAS,45,CIÊNCIA DA COMPUTAÇÃO - CIN,RECIFE,PE,BRA,JARDIM MARANGUAPE,PAULISTA,PE,F,29/08/1997,S,L2,,,
200926080,2018,2,SISU,REITOR JOAQUIM AMAZONAS,45,CIÊNCIA DA COMPUTAÇÃO - CIN,RECIFE,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,03/04/2000,N,A0,APERFEICOAMENTO,APERFEICOAMENTO,
200923744,2018,1,SISU,REITOR JOAQUIM AMAZONAS,45,CIÊNCIA DA COMPUTAÇÃO - CIN,RECIFE,PE,BRA,CORDEIRO,RECIFE,PE,F,13/01/2000,N,A0,ENSINO SUPERIOR,APERFEICOAMENTO,
200921364,2018,2,SISU,REITOR JOAQUIM AMAZONAS,45,CIÊNCIA DA COMPUTAÇÃO - CIN,RECIFE,PE,BRA,ENCRUZILHADA,RECIFE,PE,F,20/06/1997,N,A0,,,
200923740,2018,1,SISU,REITOR JOAQUIM AMAZONAS,45,CIÊNCIA DA COMPUTAÇÃO - CIN,RECIFE,PE,BRA,GRACAS,RECIFE,PE,F,22/10/1999,N,A0,APERFEICOAMENTO,APERFEICOAMENTO,
200928279,2018,1,SISU,REITOR JOAQUIM AMAZONAS,45,CIÊNCIA DA COMPUTAÇÃO - CIN,RECIFE,PE,BRA,AREIAS,RECIFE,PE,F,23/06/2000,S,L2,SUPERIOR INCOMPLETO,SUPERIOR INCOMPLETO,
200920977,2018,1,SISU,REITOR JOAQUIM AMAZONAS,45,CIÊNCIA DA COMPUTAÇÃO - CIN,RECIFE,PE,BRA,BOA VIAGEM,RECIFE,PE,F,25/09/2000,N,A0,APERFEICOAMENTO,APERFEICOAMENTO,
200922123,2018,1,SISU,REITOR JOAQUIM AMAZONAS,45,CIÊNCIA DA COMPUTAÇÃO - CIN,RECIFE,PE,BRA,VARZEA,RECIFE,PE,F,29/04/2000,N,A0,APERFEICOAMENTO,APERFEICOAMENTO,
200921994,2018,1,SISU,REITOR JOAQUIM AMAZONAS,45,CIÊNCIA DA COMPUTAÇÃO - CIN,RECIFE,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,01/03/2001,S,L5,APERFEICOAMENTO,SUPERIOR INCOMPLETO,
200923871,2018,2,SISU,REITOR JOAQUIM AMAZONAS,45,CIÊNCIA DA COMPUTAÇÃO - CIN,RECIFE,PE,BRA,MACAXEIRA,RECIFE,PE,M,01/09/1998,S,L6,APERFEICOAMENTO,APERFEICOAMENTO,
200928315,2018,1,SISU,REITOR JOAQUIM AMAZONAS,45,CIÊNCIA DA COMPUTAÇÃO - CIN,RECIFE,PE,BRA,VASCO DA GAMA,RECIFE,PE,M,02/08/2000,S,L13,,SUPERIOR INCOMPLETO,VISAO SUB-NORMAL OU BAIXA VISAO
200922315,2018,1,SISU,REITOR JOAQUIM AMAZONAS,45,CIÊNCIA DA COMPUTAÇÃO - CIN,RECIFE,PE,BRA,VARZEA,RECIFE,PE,M,04/01/1999,S,L6,ENSINO FUNDAMENTAL,SUPERIOR INCOMPLETO,
200921143,2018,1,SISU,REITOR JOAQUIM AMAZONAS,45,CIÊNCIA DA COMPUTAÇÃO - CIN,RECIFE,PE,BRA,MADALENA,RECIFE,PE,M,04/04/1995,S,L6,SUPERIOR INCOMPLETO,SUPERIOR INCOMPLETO,
200920740,2018,1,SISU,REITOR JOAQUIM AMAZONAS,45,CIÊNCIA DA COMPUTAÇÃO - CIN,RECIFE,PE,BRA,CASA FORTE,RECIFE,PE,M,05/01/2000,N,A0,SUPERIOR INCOMPLETO,APERFEICOAMENTO,
200923432,2018,2,SISU,REITOR JOAQUIM AMAZONAS,45,CIÊNCIA DA COMPUTAÇÃO - CIN,RECIFE,PE,BRA,BOA VIAGEM,RECIFE,PE,M,05/03/1999,N,A0,APERFEICOAMENTO,APERFEICOAMENTO,
200923754,2018,1,SISU,REITOR JOAQUIM AMAZONAS,45,CIÊNCIA DA COMPUTAÇÃO - CIN,RECIFE,PE,BRA,CORDEIRO,RECIFE,PE,M,05/08/1999,S,L5,SUPERIOR INCOMPLETO,SUPERIOR INCOMPLETO,
200923638,2018,1,SISU,REITOR JOAQUIM AMAZONAS,45,CIÊNCIA DA COMPUTAÇÃO - CIN,RECIFE,PE,BRA,CASA FORTE,RECIFE,PE,M,05/10/1990,N,A0,,,
200921071,2018,1,SISU,REITOR JOAQUIM AMAZONAS,45,CIÊNCIA DA COMPUTAÇÃO - CIN,RECIFE,PE,BRA,COHAB,RECIFE,PE,M,05/12/1992,S,L2,ENSINO FUNDAMENTAL,ENSINO FUNDAMENTAL,ALTAS HABILIDADES/SUPERDOTACAO
200923538,2018,1,SISU,REITOR JOAQUIM AMAZONAS,45,CIÊNCIA DA COMPUTAÇÃO - CIN,RECIFE,PE,BRA,ROSARINHO,RECIFE,PE,M,06/02/2000,N,A0,APERFEICOAMENTO,APERFEICOAMENTO,
200923705,2018,1,SISU,REITOR JOAQUIM AMAZONAS,45,CIÊNCIA DA COMPUTAÇÃO - CIN,RECIFE,PE,BRA,TAMARINEIRA,RECIFE,PE,M,06/06/2000,N,A0,APERFEICOAMENTO,APERFEICOAMENTO,
200925148,2018,2,SISU,REITOR JOAQUIM AMAZONAS,45,CIÊNCIA DA COMPUTAÇÃO - CIN,RECIFE,PE,BRA,AREIAS,RECIFE,PE,M,07/07/1998,N,A0,APERFEICOAMENTO,ENSINO FUNDAMENTAL,
200920789,2018,1,SISU,REITOR JOAQUIM AMAZONAS,45,CIÊNCIA DA COMPUTAÇÃO - CIN,RECIFE,PE,BRA,BOA VIAGEM,RECIFE,PE,M,10/04/2000,N,A0,APERFEICOAMENTO,ENSINO SUPERIOR,
200920506,2018,1,SISU,REITOR JOAQUIM AMAZONAS,45,CIÊNCIA DA COMPUTAÇÃO - CIN,RECIFE,PE,BRA,BRASILIA TEIMOSA,RECIFE,PE,M,10/11/1999,S,L2,ENSINO FUNDAMENTAL,SUPERIOR INCOMPLETO,
200921305,2018,1,SISU,REITOR JOAQUIM AMAZONAS,45,CIÊNCIA DA COMPUTAÇÃO - CIN,RECIFE,PE,BRA,CORDEIRO,RECIFE,PE,M,10/12/2000,S,L6,APERFEICOAMENTO,APERFEICOAMENTO,
200922013,2018,1,SISU,REITOR JOAQUIM AMAZONAS,45,CIÊNCIA DA COMPUTAÇÃO - CIN,RECIFE,PE,BRA,VARZEA,RECIFE,PE,M,11/04/1999,S,L2,SUPERIOR INCOMPLETO,SUPERIOR INCOMPLETO,
200920516,2018,1,SISU,REITOR JOAQUIM AMAZONAS,45,CIÊNCIA DA COMPUTAÇÃO - CIN,RECIFE,PE,BRA,CASA AMARELA,RECIFE,PE,M,11/04/2000,N,A0,APERFEICOAMENTO,APERFEICOAMENTO,
200923755,2018,2,SISU,REITOR JOAQUIM AMAZONAS,45,CIÊNCIA DA COMPUTAÇÃO - CIN,RECIFE,PE,BRA,TAMARINEIRA,RECIFE,PE,M,11/06/1999,N,A0,APERFEICOAMENTO,APERFEICOAMENTO,
200920735,2018,2,SISU,REITOR JOAQUIM AMAZONAS,45,CIÊNCIA DA COMPUTAÇÃO - CIN,RECIFE,PE,BRA,DERBY,RECIFE,PE,M,12/01/1974,N,A0,,,
200924258,2018,2,SISU,REITOR JOAQUIM AMAZONAS,45,CIÊNCIA DA COMPUTAÇÃO - CIN,RECIFE,PE,BRA,BOA VIAGEM,RECIFE,PE,M,14/06/1999,N,A0,APERFEICOAMENTO,APERFEICOAMENTO,
200926170,2018,2,SISU,REITOR JOAQUIM AMAZONAS,45,CIÊNCIA DA COMPUTAÇÃO - CIN,RECIFE,PE,BRA,CORREGO DO JENIPAPO,RECIFE,PE,M,15/01/1998,S,L6,,,
200921573,2018,1,SISU,REITOR JOAQUIM AMAZONAS,45,CIÊNCIA DA COMPUTAÇÃO - CIN,RECIFE,PE,BRA,LINHA DO TIRO,RECIFE,PE,M,15/01/2000,S,L1,ENSINO FUNDAMENTAL,ENSINO MEDIO,
200923785,2018,1,SISU,REITOR JOAQUIM AMAZONAS,45,CIÊNCIA DA COMPUTAÇÃO - CIN,RECIFE,PE,BRA,GRACAS,RECIFE,PE,M,15/04/2000,N,A0,APERFEICOAMENTO,APERFEICOAMENTO,
200928875,2018,2,SISU,REITOR JOAQUIM AMAZONAS,45,CIÊNCIA DA COMPUTAÇÃO - CIN,RECIFE,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,17/09/1999,S,L2,,,
200922904,2018,1,SISU,REITOR JOAQUIM AMAZONAS,45,CIÊNCIA DA COMPUTAÇÃO - CIN,RECIFE,PE,BRA,ALTO JOSE DO PINHO,RECIFE,PE,M,18/11/1997,S,L6,,,
200920525,2018,1,SISU,REITOR JOAQUIM AMAZONAS,45,CIÊNCIA DA COMPUTAÇÃO - CIN,RECIFE,PE,BRA,AGUA FRIA,RECIFE,PE,M,20/06/1996,S,L2,ENSINO FUNDAMENTAL,ENSINO MEDIO,
200926197,2018,2,SISU,REITOR JOAQUIM AMAZONAS,45,CIÊNCIA DA COMPUTAÇÃO - CIN,RECIFE,PE,BRA,ROSARINHO,RECIFE,PE,M,20/06/2000,N,A0,ENSINO SUPERIOR,APERFEICOAMENTO,
200923747,2018,1,SISU,REITOR JOAQUIM AMAZONAS,45,CIÊNCIA DA COMPUTAÇÃO - CIN,RECIFE,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,21/08/2000,S,L6,SUPERIOR INCOMPLETO,APERFEICOAMENTO,
200921718,2018,1,SISU,REITOR JOAQUIM AMAZONAS,45,CIÊNCIA DA COMPUTAÇÃO - CIN,RECIFE,PE,BRA,MADALENA,RECIFE,PE,M,21/12/1999,N,A0,ENSINO SUPERIOR,APERFEICOAMENTO,
200921997,2018,1,SISU,REITOR JOAQUIM AMAZONAS,45,CIÊNCIA DA COMPUTAÇÃO - CIN,RECIFE,PE,BRA,PINA,RECIFE,PE,M,22/05/1999,N,A0,APERFEICOAMENTO,APERFEICOAMENTO,
200923490,2018,2,SISU,REITOR JOAQUIM AMAZONAS,45,CIÊNCIA DA COMPUTAÇÃO - CIN,RECIFE,PE,BRA,BOA VISTA,RECIFE,PE,M,22/08/2000,S,L5,APERFEICOAMENTO,APERFEICOAMENTO,
200923760,2018,1,SISU,REITOR JOAQUIM AMAZONAS,45,CIÊNCIA DA COMPUTAÇÃO - CIN,RECIFE,PE,BRA,IMBIRIBEIRA,RECIFE,PE,M,22/10/1999,S,L5,SUPERIOR INCOMPLETO,APERFEICOAMENTO,
200928816,2018,2,SISU,REITOR JOAQUIM AMAZONAS,45,CIÊNCIA DA COMPUTAÇÃO - CIN,RECIFE,PE,BRA,VARZEA,RECIFE,PE,M,23/02/1997,S,L2,,,
200928862,2018,2,SISU,REITOR JOAQUIM AMAZONAS,45,CIÊNCIA DA COMPUTAÇÃO - CIN,RECIFE,PE,BRA,CORREGO DO JENIPAPO,RECIFE,PE,M,23/04/1995,S,L2,SUPERIOR INCOMPLETO,SUPERIOR INCOMPLETO,
200920580,2018,1,SISU,REITOR JOAQUIM AMAZONAS,45,CIÊNCIA DA COMPUTAÇÃO - CIN,RECIFE,PE,BRA,IPUTINGA,RECIFE,PE,M,23/12/1999,N,A0,APERFEICOAMENTO,APERFEICOAMENTO,
200924804,2018,2,SISU,REITOR JOAQUIM AMAZONAS,45,CIÊNCIA DA COMPUTAÇÃO - CIN,RECIFE,PE,BRA,BOA VIAGEM,RECIFE,PE,M,24/04/2000,N,A0,ENSINO SUPERIOR,APERFEICOAMENTO,
200925811,2018,2,SISU,REITOR JOAQUIM AMAZONAS,45,CIÊNCIA DA COMPUTAÇÃO - CIN,RECIFE,PE,BRA,CORDEIRO,RECIFE,PE,M,24/07/1995,N,A0,,,
200925674,2018,2,SISU,REITOR JOAQUIM AMAZONAS,45,CIÊNCIA DA COMPUTAÇÃO - CIN,RECIFE,PE,BRA,IMBIRIBEIRA,RECIFE,PE,M,24/08/2000,N,A0,ENSINO SUPERIOR,APERFEICOAMENTO,
200928312,2018,1,SISU,REITOR JOAQUIM AMAZONAS,45,CIÊNCIA DA COMPUTAÇÃO - CIN,RECIFE,PE,BRA,CURADO,RECIFE,PE,M,26/01/2000,S,L2,SUPERIOR INCOMPLETO,SUPERIOR INCOMPLETO,
200935372,2018,2,TRANSFERENCIA INTERNA,REITOR JOAQUIM AMAZONAS,45,CIÊNCIA DA COMPUTAÇÃO - CIN,RECIFE,PE,BRA,IPUTINGA,RECIFE,PE,M,26/09/1997,N,A0,,,
200921081,2018,1,SISU,REITOR JOAQUIM AMAZONAS,45,CIÊNCIA DA COMPUTAÇÃO - CIN,RECIFE,PE,BRA,VARZEA,RECIFE,PE,M,26/11/1999,N,A0,APERFEICOAMENTO,APERFEICOAMENTO,
200923244,2018,1,SISU,REITOR JOAQUIM AMAZONAS,45,CIÊNCIA DA COMPUTAÇÃO - CIN,RECIFE,PE,BRA,MADALENA,RECIFE,PE,M,27/03/2000,N,A0,APERFEICOAMENTO,APERFEICOAMENTO,
200921165,2018,1,SISU,REITOR JOAQUIM AMAZONAS,45,CIÊNCIA DA COMPUTAÇÃO - CIN,RECIFE,PE,BRA,VASCO DA GAMA,RECIFE,PE,M,27/05/1999,S,L1,SUPERIOR INCOMPLETO,SUPERIOR INCOMPLETO,
200925184,2018,2,SISU,REITOR JOAQUIM AMAZONAS,45,CIÊNCIA DA COMPUTAÇÃO - CIN,RECIFE,PE,BRA,SAN MARTIN,RECIFE,PE,M,27/05/1999,S,L6,ENSINO SUPERIOR,APERFEICOAMENTO,
200921464,2018,1,SISU,REITOR JOAQUIM AMAZONAS,45,CIÊNCIA DA COMPUTAÇÃO - CIN,RECIFE,PE,BRA,BOA VIAGEM,RECIFE,PE,M,28/10/1995,N,A0,,,
200928763,2018,2,SISU,REITOR JOAQUIM AMAZONAS,45,CIÊNCIA DA COMPUTAÇÃO - CIN,RECIFE,PE,BRA,JARDIM SAO PAULO,RECIFE,PE,M,30/04/1999,S,L2,SEGUNDO GRAU INCOMPLETO,SUPERIOR INCOMPLETO,
200923774,2018,2,SISU,REITOR JOAQUIM AMAZONAS,45,CIÊNCIA DA COMPUTAÇÃO - CIN,RECIFE,PE,BRA,BOA VIAGEM,RECIFE,PE,M,30/05/2000,N,A0,APERFEICOAMENTO,APERFEICOAMENTO,
200920644,2018,1,SISU,REITOR JOAQUIM AMAZONAS,45,CIÊNCIA DA COMPUTAÇÃO - CIN,RECIFE,PE,BRA,CASA FORTE,RECIFE,PE,M,31/01/2000,N,A0,APERFEICOAMENTO,APERFEICOAMENTO,
200924902,2018,2,SISU,REITOR JOAQUIM AMAZONAS,45,CIÊNCIA DA COMPUTAÇÃO - CIN,RECIFE,PE,BRA,BOA VIAGEM,RECIFE,PE,M,31/05/1994,N,A0,APERFEICOAMENTO,APERFEICOAMENTO,
200928741,2018,2,SISU,REITOR JOAQUIM AMAZONAS,45,CIÊNCIA DA COMPUTAÇÃO - CIN,RIBEIRAO,PE,BRA,CENTRO,RIBEIRAO,PE,M,24/09/1999,S,L2,ENSINO FUNDAMENTAL,ENSINO FUNDAMENTAL,
200923664,2018,1,SISU,REITOR JOAQUIM AMAZONAS,45,CIÊNCIA DA COMPUTAÇÃO - CIN,SALVADOR,BA,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,20/04/2000,N,A0,APERFEICOAMENTO,APERFEICOAMENTO,
200920975,2018,2,SISU,REITOR JOAQUIM AMAZONAS,45,CIÊNCIA DA COMPUTAÇÃO - CIN,SAO BORJA,RS,BRA,BOA VIAGEM,RECIFE,PE,F,15/06/1999,N,A0,ENSINO SUPERIOR,APERFEICOAMENTO,
200922048,2018,2,SISU,REITOR JOAQUIM AMAZONAS,45,CIÊNCIA DA COMPUTAÇÃO - CIN,SAO PAULO,SP,BRA,PIEDADE,JABOATAO DOS GUARARAPES,PE,M,23/12/2000,S,L5,ENSINO SUPERIOR,SUPERIOR INCOMPLETO,
200921657,2018,1,SISU,REITOR JOAQUIM AMAZONAS,45,CIÊNCIA DA COMPUTAÇÃO - CIN,SAO PAULO,SP,BRA,ENGENHO DO MEIO,RECIFE,PE,M,21/09/2000,S,L13,SUPERIOR INCOMPLETO,APERFEICOAMENTO,SINDROME DE ASPERGER
200922495,2018,2,SISU,REITOR JOAQUIM AMAZONAS,45,CIÊNCIA DA COMPUTAÇÃO - CIN,SAO PAULO,SP,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,24/07/2000,S,L1,SUPERIOR INCOMPLETO,SUPERIOR INCOMPLETO,
