NU_MATRICULA,ANO_INGRESSO,SEMESTRE_INGRESSO,TIPO_INGRESSO,CAMPUS,COD_CURSO,CURSO,NATURALIDADE,UF_NATURALIDADE,PAIS_NATURALIDADE,BAIRRO_ENDERECO,CIDADE_ENDERECO,UF_ENDERECO,SEXO,DATA_NASC,COTA,TIPO_COTA,ESCOLARIDADE_PAI,ESCOLARIDADE_MAE,DEFICIENCIA
200983546,2020,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,RECIFE,PE,BRA,SAN MARTIN,RECIFE,PE,M,03/11/2002,N,A0,APERFEICOAMENTO,APERFEICOAMENTO,
200983122,2020,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,RECIFE,PE,BRA,CASA AMARELA,RECIFE,PE,M,04/02/2002,N,A0,APERFEICOAMENTO,APERFEICOAMENTO,
200983765,2020,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,RECIFE,PE,BRA,COHAB,RECIFE,PE,M,04/06/2001,N,A0,SUPERIOR INCOMPLETO,SUPERIOR INCOMPLETO,
200979455,2020,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,RECIFE,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,04/06/2002,N,A0,SUPERIOR INCOMPLETO,SUPERIOR INCOMPLETO,
200983468,2020,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,RECIFE,PE,BRA,AFLITOS,RECIFE,PE,M,05/05/2001,N,A0,APERFEICOAMENTO,APERFEICOAMENTO,
200983152,2020,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,RECIFE,PE,BRA,VARZEA,RECIFE,PE,M,05/06/2001,N,A0,APERFEICOAMENTO,APERFEICOAMENTO,
200983523,2020,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,RECIFE,PE,BRA,TORRE,RECIFE,PE,M,05/11/1996,N,A0,,,
200979955,2020,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,RECIFE,PE,BRA,IMBIRIBEIRA,RECIFE,PE,M,05/12/2000,S,L6,ENSINO FUNDAMENTAL,SUPERIOR INCOMPLETO,
200983091,2020,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,RECIFE,PE,BRA,APIPUCOS,RECIFE,PE,M,06/02/2002,N,A0,ENSINO SUPERIOR,APERFEICOAMENTO,
200983207,2020,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,RECIFE,PE,BRA,CAMPINA DO BARRETO,RECIFE,PE,M,06/07/2001,S,L2,SUPERIOR INCOMPLETO,SUPERIOR INCOMPLETO,
200980043,2020,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,RECIFE,PE,BRA,JORDAO,RECIFE,PE,M,07/04/2001,N,A0,SUPERIOR INCOMPLETO,SUPERIOR INCOMPLETO,
200983162,2020,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,RECIFE,PE,BRA,BOA VIAGEM,RECIFE,PE,M,07/05/2002,N,A0,APERFEICOAMENTO,SUPERIOR INCOMPLETO,
200986879,2020,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,RECIFE,PE,BRA,VARZEA,RECIFE,PE,M,08/09/2002,S,L2,ENSINO FUNDAMENTAL,ENSINO FUNDAMENTAL,
200983795,2020,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,RECIFE,PE,BRA,SAN MARTIN,RECIFE,PE,M,09/02/1996,S,L2,SUPERIOR INCOMPLETO,APERFEICOAMENTO,
200982913,2020,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,RECIFE,PE,BRA,PINA,RECIFE,PE,M,09/04/2001,N,A0,SUPERIOR INCOMPLETO,APERFEICOAMENTO,
200982826,2020,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,RECIFE,PE,BRA,VARZEA,RECIFE,PE,M,09/06/1998,N,A0,APERFEICOAMENTO,APERFEICOAMENTO,
200980941,2020,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,RECIFE,PE,BRA,BOA VIAGEM,RECIFE,PE,M,09/11/1996,N,A0,APERFEICOAMENTO,ENSINO MEDIO,
200983751,2020,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,RECIFE,PE,BRA,AREIAS,RECIFE,PE,M,10/01/1986,S,L1,,,
200983738,2020,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,RECIFE,PE,BRA,DERBY,RECIFE,PE,M,10/01/2002,N,A0,ENSINO SUPERIOR,APERFEICOAMENTO,
200980404,2020,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,RECIFE,PE,BRA,IMBIRIBEIRA,RECIFE,PE,M,10/02/2000,S,L6,ENSINO FUNDAMENTAL,ENSINO FUNDAMENTAL,
200979702,2020,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,RECIFE,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,10/02/2003,S,L2,APERFEICOAMENTO,APERFEICOAMENTO,
200982938,2020,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,RECIFE,PE,BRA,CAXANGA,RECIFE,PE,M,10/04/2001,N,A0,APERFEICOAMENTO,APERFEICOAMENTO,
200981856,2020,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,RECIFE,PE,BRA,BOA VIAGEM,RECIFE,PE,M,10/06/1988,N,A0,,,
200979849,2020,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,RECIFE,PE,BRA,VARZEA,RECIFE,PE,M,10/10/2001,N,A0,ENSINO SUPERIOR,ENSINO MEDIO,
200986878,2020,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,RECIFE,PE,BRA,JORDAO,RECIFE,PE,M,10/12/2001,N,A0,ENSINO FUNDAMENTAL,SUPERIOR INCOMPLETO,
200983771,2020,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,RECIFE,PE,BRA,PARNAMIRIM,RECIFE,PE,M,11/01/2002,N,A0,APERFEICOAMENTO,APERFEICOAMENTO,
200980870,2020,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,RECIFE,PE,BRA,TAMARINEIRA,RECIFE,PE,M,12/02/2002,N,A0,APERFEICOAMENTO,APERFEICOAMENTO,
200980552,2020,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,RECIFE,PE,BRA,BOA VISTA,RECIFE,PE,M,12/03/2002,N,A0,SUPERIOR INCOMPLETO,APERFEICOAMENTO,
200983314,2020,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,RECIFE,PE,BRA,PORTO DA MADEIRA,RECIFE,PE,M,12/04/1999,S,L2,SUPERIOR INCOMPLETO,SUPERIOR INCOMPLETO,
200983527,2020,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,RECIFE,PE,BRA,ESPINHEIRO,RECIFE,PE,M,12/04/2002,N,A0,APERFEICOAMENTO,APERFEICOAMENTO,
200981245,2020,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,RECIFE,PE,BRA,ESTANCIA,RECIFE,PE,M,12/05/1997,N,A0,,SEGUNDO GRAU INCOMPLETO,
200979850,2020,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,RECIFE,PE,BRA,BOA VIAGEM,RECIFE,PE,M,12/09/1999,N,A0,SUPERIOR INCOMPLETO,APERFEICOAMENTO,
200983671,2020,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,RECIFE,PE,BRA,BOA VIAGEM,RECIFE,PE,M,12/09/2001,N,A0,ENSINO SUPERIOR,APERFEICOAMENTO,
200979611,2020,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,RECIFE,PE,BRA,CAXANGA,RECIFE,PE,M,13/02/1998,S,L2,,,
200983733,2020,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,RECIFE,PE,BRA,BOA VIAGEM,RECIFE,PE,M,13/03/2002,N,A0,APERFEICOAMENTO,APERFEICOAMENTO,
200980716,2020,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,RECIFE,PE,BRA,IMBIRIBEIRA,RECIFE,PE,M,13/05/1999,S,L2,ENSINO FUNDAMENTAL,ENSINO FUNDAMENTAL,
200983136,2020,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,RECIFE,PE,BRA,IMBIRIBEIRA,RECIFE,PE,M,13/09/2002,S,L5,APERFEICOAMENTO,APERFEICOAMENTO,
200980145,2020,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,RECIFE,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,14/04/1999,S,L1,SUPERIOR INCOMPLETO,ENSINO FUNDAMENTAL,
200980777,2020,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,RECIFE,PE,BRA,ESPINHEIRO,RECIFE,PE,M,14/06/2002,N,A0,ENSINO SUPERIOR,SUPERIOR INCOMPLETO,
200983593,2020,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,RECIFE,PE,BRA,CAMPO GRANDE,RECIFE,PE,M,14/11/2002,N,A0,APERFEICOAMENTO,APERFEICOAMENTO,
200982154,2020,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,RECIFE,PE,BRA,CORDEIRO,RECIFE,PE,M,14/12/2001,N,A0,APERFEICOAMENTO,APERFEICOAMENTO,
200980313,2020,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,RECIFE,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,15/02/2000,S,L2,SUPERIOR INCOMPLETO,SUPERIOR INCOMPLETO,
200982881,2020,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,RECIFE,PE,BRA,MADALENA,RECIFE,PE,M,15/05/2001,N,A0,ENSINO FUNDAMENTAL,APERFEICOAMENTO,
200981705,2020,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,RECIFE,PE,BRA,VARZEA,RECIFE,PE,M,15/06/2002,S,L2,SUPERIOR INCOMPLETO,SUPERIOR INCOMPLETO,
200984578,2020,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,RECIFE,PE,BRA,IPUTINGA,RECIFE,PE,M,16/04/2001,S,L6,SUPERIOR INCOMPLETO,ENSINO FUNDAMENTAL,
200986343,2020,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,RECIFE,PE,BRA,IPSEP,RECIFE,PE,M,16/06/2001,S,L6,ENSINO MEDIO,ENSINO MEDIO,
200983099,2020,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,RECIFE,PE,BRA,MADALENA,RECIFE,PE,M,16/09/1997,N,A0,,,
200983611,2020,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,RECIFE,PE,BRA,VARZEA,RECIFE,PE,M,16/10/1997,S,L2,SUPERIOR INCOMPLETO,ENSINO FUNDAMENTAL,
200981084,2020,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,RECIFE,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,17/03/2000,S,L5,APERFEICOAMENTO,APERFEICOAMENTO,
200983641,2020,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,RECIFE,PE,BRA,JORDAO,RECIFE,PE,M,17/08/2002,N,A0,SUPERIOR INCOMPLETO,APERFEICOAMENTO,
200983016,2020,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,RECIFE,PE,BRA,AREIAS,RECIFE,PE,M,18/03/2000,N,A0,SUPERIOR INCOMPLETO,SUPERIOR INCOMPLETO,
200983389,2020,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,RECIFE,PE,BRA,IPSEP,RECIFE,PE,M,18/05/2001,S,L1,APERFEICOAMENTO,SUPERIOR INCOMPLETO,
200980726,2020,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,RECIFE,PE,BRA,CASA AMARELA,RECIFE,PE,M,19/01/2001,N,A0,APERFEICOAMENTO,APERFEICOAMENTO,
200980991,2020,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,RECIFE,PE,BRA,VARZEA,RECIFE,PE,M,19/01/2002,N,A0,APERFEICOAMENTO,APERFEICOAMENTO,
200983153,2020,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,RECIFE,PE,BRA,BOA VIAGEM,RECIFE,PE,M,19/05/2001,S,L6,APERFEICOAMENTO,APERFEICOAMENTO,
200981634,2020,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,RECIFE,PE,BRA,VARZEA,RECIFE,PE,M,19/12/2001,N,A0,APERFEICOAMENTO,APERFEICOAMENTO,
200982915,2020,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,RECIFE,PE,BRA,ENGENHO DO MEIO,RECIFE,PE,M,20/01/2001,S,L5,APERFEICOAMENTO,APERFEICOAMENTO,
200983219,2020,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,RECIFE,PE,BRA,IPUTINGA,RECIFE,PE,M,20/03/2000,S,L6,SUPERIOR INCOMPLETO,APERFEICOAMENTO,
200983444,2020,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,RECIFE,PE,BRA,GRACAS,RECIFE,PE,M,21/05/2000,N,A0,APERFEICOAMENTO,APERFEICOAMENTO,
200983333,2020,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,RECIFE,PE,BRA,BOA VIAGEM,RECIFE,PE,M,21/07/1999,S,L6,SUPERIOR INCOMPLETO,APERFEICOAMENTO,
200983112,2020,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,RECIFE,PE,BRA,CASA FORTE,RECIFE,PE,M,22/04/1999,N,A0,APERFEICOAMENTO,ENSINO SUPERIOR,
200983467,2020,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,RECIFE,PE,BRA,BOA VIAGEM,RECIFE,PE,M,22/06/2001,N,A0,APERFEICOAMENTO,SUPERIOR INCOMPLETO,
200983581,2020,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,RECIFE,PE,BRA,IPUTINGA,RECIFE,PE,M,22/07/2001,N,A0,APERFEICOAMENTO,APERFEICOAMENTO,
200982962,2020,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,RECIFE,PE,BRA,VASCO DA GAMA,RECIFE,PE,M,22/11/1999,S,L6,ENSINO FUNDAMENTAL,ENSINO FUNDAMENTAL,
200979542,2020,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,RECIFE,PE,BRA,TORROES,RECIFE,PE,M,23/04/2000,N,A0,APERFEICOAMENTO,SUPERIOR INCOMPLETO,
200983584,2020,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,RECIFE,PE,BRA,BOA VIAGEM,RECIFE,PE,M,23/09/1998,N,A0,SUPERIOR INCOMPLETO,APERFEICOAMENTO,
200981366,2020,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,RECIFE,PE,BRA,BOA VIAGEM,RECIFE,PE,M,23/10/2000,N,A0,SUPERIOR INCOMPLETO,APERFEICOAMENTO,
200981558,2020,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,RECIFE,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,25/01/2003,S,L2,SUPERIOR INCOMPLETO,SUPERIOR INCOMPLETO,
200981533,2020,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,RECIFE,PE,BRA,IMBIRIBEIRA,RECIFE,PE,M,25/04/2000,S,L5,ENSINO SUPERIOR,ENSINO SUPERIOR,
200980711,2020,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,RECIFE,PE,BRA,SANCHO,RECIFE,PE,M,25/08/2002,S,L2,APERFEICOAMENTO,SUPERIOR INCOMPLETO,
200983696,2020,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,RECIFE,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,25/09/2002,N,A0,APERFEICOAMENTO,APERFEICOAMENTO,
200983681,2020,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,RECIFE,PE,BRA,PINA,RECIFE,PE,M,26/03/1996,N,A0,,,
200980380,2020,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,RECIFE,PE,BRA,CURADO,RECIFE,PE,M,26/12/1996,N,A0,,,
200981042,2020,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,RECIFE,PE,BRA,AREIAS,RECIFE,PE,M,27/05/2002,N,A0,APERFEICOAMENTO,APERFEICOAMENTO,
200979884,2020,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,RECIFE,PE,BRA,AGUA FRIA,RECIFE,PE,M,27/08/1997,S,L2,SEGUNDO GRAU INCOMPLETO,SUPERIOR INCOMPLETO,
200979426,2020,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,RECIFE,PE,BRA,BARRO,RECIFE,PE,M,27/11/2002,S,L5,APERFEICOAMENTO,APERFEICOAMENTO,
200981276,2020,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,RECIFE,PE,BRA,AREIAS,RECIFE,PE,M,27/12/1994,S,L6,,,
200979612,2020,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,RECIFE,PE,BRA,CASA FORTE,RECIFE,PE,M,28/02/1999,N,A0,ENSINO SUPERIOR,SEGUNDO GRAU INCOMPLETO,
200981690,2020,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,RECIFE,PE,BRA,BOA VIAGEM,RECIFE,PE,M,28/06/2002,N,A0,APERFEICOAMENTO,APERFEICOAMENTO,
200982480,2020,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,RECIFE,PE,BRA,AFLITOS,RECIFE,PE,M,29/05/2002,N,A0,APERFEICOAMENTO,APERFEICOAMENTO,
200983790,2020,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,RECIFE,PE,BRA,COHAB,RECIFE,PE,M,29/07/1992,S,L2,,SUPERIOR INCOMPLETO,
200979995,2020,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,RECIFE,PE,BRA,IPUTINGA,RECIFE,PE,M,29/07/2000,S,L1,SUPERIOR INCOMPLETO,SEGUNDO GRAU INCOMPLETO,
200982937,2020,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,RECIFE,PE,BRA,VARZEA,RECIFE,PE,M,29/12/1998,S,L2,ENSINO FUNDAMENTAL,ENSINO FUNDAMENTAL,
200981224,2020,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,RECIFE,PE,BRA,ENGENHO DO MEIO,RECIFE,PE,M,30/09/2000,S,L6,APERFEICOAMENTO,APERFEICOAMENTO,
200983814,2020,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,RECIFE,PE,BRA,TORRE,RECIFE,PE,M,30/09/2001,S,L10,ENSINO SUPERIOR,ENSINO FUNDAMENTAL,DEFICIENCIA FISICA
200979871,2020,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,RECIFE,PE,BRA,ESPINHEIRO,RECIFE,PE,M,30/11/2000,S,L6,APERFEICOAMENTO,APERFEICOAMENTO,
200982839,2020,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,RECIFE,PE,BRA,BOA VIAGEM,RECIFE,PE,M,31/10/2001,N,A0,ENSINO MEDIO,APERFEICOAMENTO,
200987124,2020,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,RECIFE,PE,BRA,CABACEIRA,SURUBIM,PE,M,07/10/2002,N,A0,SUPERIOR INCOMPLETO,SUPERIOR INCOMPLETO,
200979997,2020,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,RECIFE,PE,BRA,MATRIZ,VITORIA DE SANTO ANTAO,PE,M,18/01/2002,N,A0,APERFEICOAMENTO,APERFEICOAMENTO,
200983361,2020,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,RIO DE JANEIRO,RJ,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,25/12/2001,N,A0,SUPERIOR INCOMPLETO,SUPERIOR INCOMPLETO,
200983015,2020,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,RIO DE JANEIRO,RJ,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,09/03/1999,N,A0,ENSINO MEDIO,APERFEICOAMENTO,
200979691,2020,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,RIO DE JANEIRO,RJ,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,19/01/2002,N,A0,APERFEICOAMENTO,APERFEICOAMENTO,
200980082,2020,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,SALVADOR,BA,BRA,PIEDADE,JABOATAO DOS GUARARAPES,PE,M,06/07/2001,S,L5,SUPERIOR INCOMPLETO,SUPERIOR INCOMPLETO,
200981689,2020,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,SALVADOR,BA,BRA,STIEP,SALVADOR,BA,M,20/05/1998,N,A0,APERFEICOAMENTO,APERFEICOAMENTO,
200983443,2020,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,SAN VITO AL TAGLIAMENTO,ZZ,ITA,BOA VIAGEM,RECIFE,PE,M,07/12/2001,N,A0,APERFEICOAMENTO,ENSINO SUPERIOR,
200979869,2020,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,SANTA CRUZ DO CAPIBARIBE,PE,BRA,NOVA SANTA CRUZ,RECIFE,PE,F,12/09/2002,S,L5,ENSINO MEDIO,SUPERIOR INCOMPLETO,SINDROME DE ASPERGER
200981355,2020,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,SAO BENTO DO UNA,PE,BRA,CENTRO,SAO BENTO DO UNA,PE,M,16/05/2001,S,L5,ENSINO FUNDAMENTAL,ENSINO FUNDAMENTAL,
200982468,2020,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,SAO JOSE DO BELMONTE,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,21/01/2002,S,L6,SUPERIOR INCOMPLETO,APERFEICOAMENTO,
200983364,2020,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,SAO LOURENCO DA MATA,PE,BRA,PIXETE,SAO LOURENÇO DA MATA,PE,M,29/09/2001,S,L2,ENSINO FUNDAMENTAL,SEGUNDO GRAU INCOMPLETO,
200981288,2020,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,SAO LOURENÇO DA MATA,PE,BRA,PIXETE,SAO LOURENÇO DA MATA,PE,M,19/12/2002,S,L6,SUPERIOR INCOMPLETO,APERFEICOAMENTO,
200983109,2020,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,SAO PAULO,SP,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,30/08/2000,N,A0,APERFEICOAMENTO,APERFEICOAMENTO,
200981154,2020,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,SAO PAULO,SP,BRA,LAGOA DA VACA,SURUBIM,PE,F,02/01/2002,S,L5,,ENSINO FUNDAMENTAL,
200982456,2020,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,SAO PAULO,SP,BRA,CENTRO,TIMBAUBA,PE,M,29/03/2001,S,L6,ENSINO FUNDAMENTAL,ENSINO FUNDAMENTAL,
200983708,2020,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,SERTANIA,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,15/09/2002,S,L2,ENSINO FUNDAMENTAL,ENSINO FUNDAMENTAL,
200982960,2020,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,SIMOES,PI,BRA,VARZEA,RECIFE,PE,M,18/09/2001,N,A0,APERFEICOAMENTO,APERFEICOAMENTO,
200979583,2020,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,SURUBIM,PE,BRA,LAGOA DA VACA,SURUBIM,PE,F,25/02/2001,N,A0,SUPERIOR INCOMPLETO,ENSINO MEDIO,
200980415,2020,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,SURUBIM,PE,BRA,SÃO SEBASTIÃO,SURUBIM,PE,M,28/09/2001,N,A0,ENSINO FUNDAMENTAL,SUPERIOR INCOMPLETO,
200983788,2020,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,TAMANDARE,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,11/05/1997,S,L6,ENSINO FUNDAMENTAL,SEGUNDO GRAU INCOMPLETO,
200982732,2020,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,TERESINA,PI,BRA,JOQUEI,TERESINA,PI,M,14/11/2000,N,A0,APERFEICOAMENTO,APERFEICOAMENTO,
200980571,2020,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,TRINDADE,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,23/02/2003,S,L1,SUPERIOR INCOMPLETO,SUPERIOR INCOMPLETO,
200981124,2020,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,TRINDADE,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,M,28/06/2002,S,L6,SUPERIOR INCOMPLETO,SUPERIOR INCOMPLETO,
200979670,2020,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,TRIUNFO,PE,BRA,CIDADE UNIVERSITARIA,RECIFE,PE,F,23/11/2001,N,A0,SUPERIOR INCOMPLETO,SUPERIOR INCOMPLETO,
200983111,2020,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,VITORIA DE SANTO ANTAO,PE,BRA,CENTRO,GLORIA DO GOITA,PE,M,09/07/2000,S,L2,SUPERIOR INCOMPLETO,APERFEICOAMENTO,
200982465,2020,1,SISU,REITOR JOAQUIM AMAZONAS,258,ABI - ENGENHARIA,VITORIA DE SANTO ANTAO,PE,BRA,NORTE,GRAVATA,PE,F,08/04/2002,S,L5,SUPERIOR INCOMPLETO,SUPERIOR INCOMPLETO,
